controllerName,succeededTerminations,nonSucceededTerminations,makespan
bronze-controller-1,NA,NA,NA
bronze-controller-100,NA,NA,NA
bronze-controller-101,NA,NA,NA
bronze-controller-102,NA,NA,NA
bronze-controller-103,NA,NA,NA
bronze-controller-104,NA,NA,NA
bronze-controller-106,NA,NA,NA
bronze-controller-109,NA,NA,NA
bronze-controller-11,NA,NA,NA
bronze-controller-110,NA,NA,NA
bronze-controller-113,NA,NA,NA
bronze-controller-114,NA,NA,NA
bronze-controller-116,NA,NA,NA
bronze-controller-118,NA,NA,NA
bronze-controller-12,NA,NA,NA
bronze-controller-122,NA,NA,NA
bronze-controller-124,NA,NA,NA
bronze-controller-127,NA,NA,NA
bronze-controller-129,NA,NA,NA
bronze-controller-13,NA,NA,NA
bronze-controller-132,NA,NA,NA
bronze-controller-133,NA,NA,NA
bronze-controller-136,NA,NA,NA
bronze-controller-137,NA,NA,NA
bronze-controller-139,NA,NA,NA
bronze-controller-140,NA,NA,NA
bronze-controller-141,NA,NA,NA
bronze-controller-142,NA,NA,NA
bronze-controller-143,NA,NA,NA
bronze-controller-144,NA,NA,NA
bronze-controller-150,NA,NA,NA
bronze-controller-151,NA,NA,NA
bronze-controller-152,NA,NA,NA
bronze-controller-153,NA,NA,NA
bronze-controller-154,NA,NA,NA
bronze-controller-155,NA,NA,NA
bronze-controller-156,NA,NA,NA
bronze-controller-157,NA,NA,NA
bronze-controller-161,NA,NA,NA
bronze-controller-162,NA,NA,NA
bronze-controller-166,NA,NA,NA
bronze-controller-168,NA,NA,NA
bronze-controller-171,NA,NA,NA
bronze-controller-173,NA,NA,NA
bronze-controller-175,NA,NA,NA
bronze-controller-179,NA,NA,NA
bronze-controller-2,NA,NA,NA
bronze-controller-20,NA,NA,NA
bronze-controller-30,NA,NA,NA
bronze-controller-32,NA,NA,NA
bronze-controller-33,NA,NA,NA
bronze-controller-35,NA,NA,NA
bronze-controller-38,NA,NA,NA
bronze-controller-42,NA,NA,NA
bronze-controller-46,NA,NA,NA
bronze-controller-49,NA,NA,NA
bronze-controller-50,NA,NA,NA
bronze-controller-55,NA,NA,NA
bronze-controller-59,NA,NA,NA
bronze-controller-61,NA,NA,NA
bronze-controller-62,NA,NA,NA
bronze-controller-66,NA,NA,NA
bronze-controller-67,NA,NA,NA
bronze-controller-68,NA,NA,NA
