,minimum,mean,maximum,total,q50,q75,q90,q95,q99,threshold_quantile_q95,threshold_quantile_q90
1,0.000115,0.000279318344463921,0.012368,69029,0.000274,0.000322,0.000357,0.000378,0.000431,0.987903634704255,0.973301076359211
