free-deployment-average-251-92f0a9778029,0.000276,0.000266,0.000377,0.000418,0.002060,3480,0.000000,0.000000
prod-deployment-average-2-a79a2a57b918,0.000247,0.000226,0.000361,0.000398,0.001999,3479,0.000000,0.000000
free-deployment-average-175-c793764bb1b3,0.000271,0.000263,0.000366,0.000407,0.000813,3478,0.000000,0.000000
batch-deployment-average-97-61ce769628ba,0.000281,0.000269,0.000379,0.000432,0.003044,3477,0.000000,0.000000
free-deployment-average-189-d46f9130862b,0.000276,0.000271,0.000372,0.000417,0.001127,3476,0.000000,0.000000
prod-deployment-average-21-c669d32bf791,0.000273,0.000267,0.000368,0.000426,0.001807,3475,0.000000,0.000000
free-deployment-average-190-e96dfe525187,0.000285,0.000277,0.000371,0.000425,0.004093,3474,0.000000,0.000000
batch-deployment-average-135-5aa6b9bb1246,0.000291,0.000287,0.000379,0.000424,0.004053,3473,0.000000,0.000000
free-deployment-average-230-284359c056eb,0.000196,0.000190,0.000249,0.000322,0.001627,3472,0.000000,0.000000
batch-deployment-average-147-ad2bf8d701cb,0.000204,0.000196,0.000266,0.000346,0.003759,3471,0.000000,0.000000
prod-deployment-average-35-d07f848d99fb,0.000268,0.000262,0.000365,0.000418,0.001637,3470,0.000000,0.000000
free-deployment-average-211-9c83ee22badd,0.000285,0.000279,0.000391,0.000450,0.001793,3469,0.000000,0.000000
batch-deployment-average-87-25193af07301,0.000292,0.000282,0.000401,0.000460,0.001590,3468,0.000000,0.000000
batch-deployment-average-128-4d7c7b915afc,0.000291,0.000283,0.000401,0.000457,0.004020,3467,0.000000,0.000000
batch-deployment-average-104-fefb8eb75caa,0.000290,0.000282,0.000391,0.000451,0.001645,3466,0.000000,0.000000
prod-deployment-average-8-4ac7f1775008,0.000282,0.000268,0.000391,0.000462,0.002380,3465,0.000000,0.000000
free-deployment-average-218-ee468b86cc2d,0.000280,0.000272,0.000374,0.000416,0.003047,3464,0.000000,0.000000
batch-deployment-average-93-fe65f8bb34ef,0.000289,0.000282,0.000377,0.000421,0.003216,3463,0.000000,0.000000
batch-deployment-average-101-89cde830bd1e,0.000311,0.000307,0.000395,0.000452,0.004062,3462,0.000000,0.000000
prod-deployment-average-46-2a95b5674b57,0.000334,0.000331,0.000431,0.000479,0.004079,3461,0.000000,0.000000
batch-deployment-average-99-37206e1ae97c,0.000305,0.000304,0.000386,0.000435,0.001121,3460,0.000000,0.000000
batch-deployment-average-115-e5b8757bb5e6,0.000244,0.000223,0.000357,0.000399,0.001244,3459,0.000000,0.000000
free-deployment-average-225-9c56dc853d91,0.000278,0.000273,0.000367,0.000403,0.001037,3458,0.000000,0.000000
batch-deployment-average-145-c4c5e06afa5f,0.000291,0.000287,0.000378,0.000420,0.001084,3457,0.000000,0.000000
prod-deployment-average-55-9f4cfde24e34,0.000282,0.000277,0.000365,0.000404,0.000704,3456,0.000000,0.000000
free-deployment-average-249-426e7184252c,0.000287,0.000285,0.000369,0.000423,0.001112,3455,0.000000,0.000000
batch-deployment-average-160-ce45c9058931,0.000287,0.000284,0.000372,0.000418,0.001203,3454,0.000000,0.000000
free-deployment-average-232-549b4622d08c,0.000288,0.000284,0.000371,0.000425,0.001252,3453,0.000000,0.000000
prod-deployment-average-43-7f1b2ba70cb5,0.000289,0.000284,0.000371,0.000423,0.003059,3452,0.000000,0.000000
free-deployment-average-238-fb57ee9fdf9e,0.000293,0.000288,0.000377,0.000458,0.004036,3451,0.000000,0.000000
prod-deployment-average-36-bd13fd8ea536,0.000285,0.000282,0.000365,0.000415,0.001377,3450,0.000000,0.000000
batch-deployment-average-95-45538e973fea,0.000290,0.000286,0.000378,0.000436,0.001271,3449,0.000000,0.000000
free-deployment-average-237-c5994abe4a07,0.000309,0.000305,0.000385,0.000443,0.003072,3448,0.000000,0.000000
prod-deployment-average-78-fdcf3bdac358,0.000306,0.000305,0.000377,0.000424,0.003942,3447,0.000000,0.000000
free-deployment-average-233-d62f1d8f2614,0.000288,0.000286,0.000365,0.000401,0.000628,3446,0.000000,0.000000
prod-deployment-average-22-ef5e14a0369e,0.000318,0.000316,0.000382,0.000427,0.003060,3445,0.000000,0.000000
prod-deployment-average-18-f9e8688f7c1f,0.000309,0.000304,0.000377,0.000420,0.004078,3444,0.000000,0.000000
batch-deployment-average-127-c9c5eacfc21c,0.000302,0.000296,0.000383,0.000450,0.004082,3443,0.000000,0.000000
free-deployment-average-196-2f37620ad37d,0.000292,0.000291,0.000370,0.000409,0.001108,3442,0.000000,0.000000
prod-deployment-average-71-b4e8b411f564,0.000287,0.000288,0.000365,0.000408,0.001105,3441,0.000000,0.000000
prod-deployment-average-44-89f0d7ef451e,0.000287,0.000286,0.000366,0.000399,0.000676,3440,0.000000,0.000000
batch-deployment-average-116-fc83db90153e,0.000297,0.000296,0.000381,0.000433,0.002324,3439,0.000000,0.000000
prod-deployment-average-56-554058d877ba,0.000342,0.000339,0.000427,0.000470,0.001519,3438,0.000000,0.000000
free-deployment-average-220-bdbc9bfc6e62,0.000307,0.000305,0.000381,0.000435,0.002078,3437,0.000000,0.000000
batch-deployment-average-125-9550f1d1788c,0.000302,0.000302,0.000385,0.000432,0.002677,3436,0.000000,0.000000
batch-deployment-average-82-b68afcdd197a,0.000293,0.000289,0.000370,0.000420,0.003613,3435,0.000000,0.000000
prod-deployment-average-3-ee9590bdcd55,0.000296,0.000296,0.000372,0.000409,0.001303,3434,0.000000,0.000000
free-deployment-average-195-ac81edf8594b,0.000332,0.000329,0.000416,0.000471,0.002467,3433,0.000000,0.000000
prod-deployment-average-29-146f8485ac2c,0.000320,0.000318,0.000415,0.000476,0.001329,3432,0.000000,0.000000
batch-deployment-average-112-5d8886f68b65,0.000267,0.000254,0.000359,0.000416,0.012368,3431,0.000000,0.000000
free-deployment-average-224-bce6541dd9dd,0.000206,0.000196,0.000289,0.000381,0.000700,3430,0.000000,0.000000
prod-deployment-average-62-697db3989323,0.000207,0.000194,0.000289,0.000368,0.003050,3429,0.000000,0.000000
free-deployment-average-207-ce098f042ca2,0.000207,0.000195,0.000301,0.000355,0.001778,3428,0.000000,0.000000
prod-deployment-average-68-84c0bcc7a1e4,0.000205,0.000188,0.000316,0.000392,0.001728,3427,0.000000,0.000000
free-deployment-average-247-170c83458846,0.000222,0.000203,0.000330,0.000408,0.001528,3426,0.000000,0.000000
free-deployment-average-206-c338c4bcd1ab,0.000215,0.000202,0.000307,0.000366,0.001109,3425,0.000000,0.000000
prod-deployment-average-33-8fb7eaa4a4e5,0.000281,0.000275,0.000381,0.000433,0.001587,3424,0.000000,0.000000
free-deployment-average-255-60d4f796d4f4,0.000272,0.000265,0.000364,0.000411,0.001579,3423,0.000000,0.000000
batch-deployment-average-122-419e035af17a,0.000225,0.000203,0.000334,0.000383,0.001592,3422,0.000000,0.000000
free-deployment-average-227-5759980cc5cb,0.000226,0.000213,0.000321,0.000387,0.002011,3421,0.000000,0.000000
prod-deployment-average-53-d4490c6d4498,0.000232,0.000221,0.000318,0.000386,0.002442,3420,0.000000,0.000000
free-deployment-average-229-1ddb7fc8108e,0.000236,0.000223,0.000328,0.000391,0.002511,3419,0.000000,0.000000
free-deployment-average-200-0c7f2a559833,0.000228,0.000210,0.000341,0.000390,0.001092,3418,0.000000,0.000000
batch-deployment-average-120-d0e4aac950f1,0.000234,0.000215,0.000345,0.000399,0.001115,3417,0.000000,0.000000
