,minimum,mean,maximum,total,q50,q75,q90,q95,q99,threshold_quantile_q95,threshold_quantile_q90
1,0.000108,0.000236185696122989,0.012134,136858,0.000223,0.000269,0.000317,0.000343,0.000394,0.976486577328326,0.938805184936211
