controllerName,succeededTerminations,nonSucceededTerminations,makespan
bronze-controller-1,NA,NA,NA
bronze-controller-10,NA,NA,NA
bronze-controller-101,NA,NA,NA
bronze-controller-104,NA,NA,NA
bronze-controller-105,NA,NA,NA
bronze-controller-107,NA,NA,NA
bronze-controller-109,NA,NA,NA
bronze-controller-111,NA,NA,NA
bronze-controller-112,NA,NA,NA
bronze-controller-115,NA,NA,NA
bronze-controller-116,NA,NA,NA
bronze-controller-118,NA,NA,NA
bronze-controller-12,NA,NA,NA
bronze-controller-120,NA,NA,NA
bronze-controller-122,NA,NA,NA
bronze-controller-125,NA,NA,NA
bronze-controller-127,NA,NA,NA
bronze-controller-130,NA,NA,NA
bronze-controller-132,NA,NA,NA
bronze-controller-135,NA,NA,NA
bronze-controller-136,NA,NA,NA
bronze-controller-139,NA,NA,NA
bronze-controller-14,NA,NA,NA
bronze-controller-140,NA,NA,NA
bronze-controller-142,NA,NA,NA
bronze-controller-143,NA,NA,NA
bronze-controller-146,NA,NA,NA
bronze-controller-147,NA,NA,NA
bronze-controller-15,NA,NA,NA
bronze-controller-151,NA,NA,NA
bronze-controller-152,NA,NA,NA
bronze-controller-153,NA,NA,NA
bronze-controller-154,NA,NA,NA
bronze-controller-158,NA,NA,NA
bronze-controller-159,NA,NA,NA
bronze-controller-163,NA,NA,NA
bronze-controller-165,NA,NA,NA
bronze-controller-168,NA,NA,NA
bronze-controller-170,NA,NA,NA
bronze-controller-172,NA,NA,NA
bronze-controller-174,NA,NA,NA
bronze-controller-175,NA,NA,NA
bronze-controller-176,NA,NA,NA
bronze-controller-179,NA,NA,NA
bronze-controller-2,NA,NA,NA
bronze-controller-22,NA,NA,NA
bronze-controller-24,NA,NA,NA
bronze-controller-3,NA,NA,NA
bronze-controller-33,NA,NA,NA
bronze-controller-35,NA,NA,NA
bronze-controller-36,NA,NA,NA
bronze-controller-38,NA,NA,NA
bronze-controller-41,NA,NA,NA
bronze-controller-43,NA,NA,NA
bronze-controller-46,NA,NA,NA
bronze-controller-50,NA,NA,NA
bronze-controller-52,NA,NA,NA
bronze-controller-53,NA,NA,NA
bronze-controller-55,NA,NA,NA
bronze-controller-56,NA,NA,NA
