name,timestamp,value,__name__,container,instance,job,namespace,node,pod,resource,uid,unit
kube_pod_container_resource_requests,1737396974,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737396979,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737396984,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737396989,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737396994,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737396999,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737397004,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398644,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398649,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398654,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398659,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398664,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398669,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398674,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398679,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398684,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398689,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398694,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398699,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398704,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398709,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398714,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398719,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398724,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398729,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398734,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398739,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398744,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398749,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398754,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398759,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398764,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398769,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398774,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398779,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398784,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398789,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398794,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398799,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398804,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398809,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398814,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398819,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398824,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398829,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398834,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398839,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398844,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398849,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398854,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398859,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
kube_pod_container_resource_requests,1737398864,104857600.0,kube_pod_container_resource_requests,alertmanager,10.244.0.116:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,c3998059-30c1-4bdf-8c7a-ddf93846ca4b,byte
