class_name,slo_value,availability,scenario
gold,100.0,99.97219905476786,simulation
silver,90.0,99.97200447928331,simulation
silver,90.0,99.97104806022004,simulation
silver,90.0,99.97127262280954,simulation
bronze,50.0,99.9716472923164,simulation
bronze,50.0,99.9712395743457,simulation
bronze,50.0,99.97176736307172,simulation
gold,100.0,99.97093023255816,simulation
gold,100.0,99.97049277072882,simulation
gold,100.0,99.97170345217884,simulation
gold,100.0,99.97216810464792,simulation
gold,100.0,99.97146118721462,simulation
silver,90.0,99.9719730941704,simulation
silver,90.0,99.97064866451424,simulation
silver,90.0,99.97119815668204,simulation
bronze,50.0,99.97142857142856,simulation
bronze,50.0,99.971870604782,simulation
gold,100.0,99.97143673236218,simulation
gold,100.0,99.97179125528916,simulation
gold,100.0,99.97081995914796,simulation
silver,90.0,99.97166336072542,simulation
silver,90.0,99.97062279670976,simulation
silver,90.0,99.97102289191538,simulation
bronze,50.0,99.97123130034522,simulation
bronze,50.0,99.97220678154532,simulation
bronze,50.0,99.97193376368227,simulation
bronze,50.0,99.9714040606234,simulation
gold,100.0,99.97094712376524,simulation
gold,100.0,99.9718785151856,simulation
silver,90.0,99.97070884592851,simulation
silver,90.0,99.97195737521032,simulation
silver,90.0,99.9714530402512,simulation
bronze,50.0,99.97118985883031,simulation
bronze,50.0,99.97215260373156,simulation
bronze,50.0,99.97128911857595,simulation
bronze,50.0,99.97169544296632,simulation
bronze,50.0,99.97089639115252,simulation
gold,100.0,99.97133027522936,simulation
gold,100.0,99.97155858930604,simulation
gold,100.0,99.9721758486366,simulation
gold,100.0,99.97184684684684,simulation
gold,100.0,99.97162315550511,simulation
silver,90.0,99.9702823179792,simulation
silver,90.0,99.97035280166024,simulation
bronze,50.0,99.97202797202796,simulation
bronze,50.0,99.9710648148148,simulation
bronze,50.0,99.97116493656286,simulation
gold,100.0,99.97186268992684,simulation
gold,100.0,99.97213708553916,simulation
gold,100.0,99.97163120567376,simulation
silver,90.0,99.97082847141188,simulation
silver,90.0,99.97152619589976,simulation
silver,90.0,99.97139588100688,simulation
bronze,50.0,99.97103128621087,simulation
bronze,50.0,99.97074312463428,simulation
bronze,50.0,99.971980947044,simulation
bronze,50.0,99.97114829774956,simulation
gold,100.0,99.97030878859856,simulation
gold,100.0,99.9715343011671,simulation
gold,100.0,99.97069167643612,simulation
silver,90.0,99.97128087306146,simulation
silver,90.0,99.97057958223007,simulation
silver,90.0,99.97108155002891,simulation
silver,90.0,99.9707773232028,simulation
silver,90.0,99.97126436781608,simulation
silver,90.0,99.97190221972464,simulation
silver,90.0,99.97202014549524,simulation
gold,100.0,99.97061416397295,simulation
gold,100.0,99.97017596182523,simulation
gold,100.0,99.97118155619596,simulation
gold,100.0,99.97095556200988,simulation
silver,90.0,99.9718864211414,simulation
silver,90.0,99.9716151007664,simulation
silver,90.0,99.97084548104957,simulation
bronze,50.0,99.97204361196532,simulation
bronze,50.0,99.97147746719908,simulation
,,99.9722222222222,simulation
gold,100.0,99.97109826589596,simulation
gold,100.0,99.97092177958709,simulation
gold,100.0,99.97172745264348,simulation
silver,90.0,99.97156667614443,simulation
silver,90.0,99.97142040583024,simulation
silver,90.0,99.97113997113996,simulation
silver,90.0,99.97033521210324,simulation
bronze,50.0,99.97179921037788,simulation
bronze,50.0,99.97194163860831,simulation
bronze,50.0,99.9721293199554,simulation
gold,100.0,99.9714937286203,simulation
gold,100.0,99.97216035634744,simulation
gold,100.0,99.97070026369764,simulation
gold,100.0,99.97141223556318,simulation
gold,100.0,99.97196523689377,simulation
gold,100.0,99.97175939000284,simulation
silver,90.0,99.97175141242936,simulation
silver,90.0,99.97088791848616,simulation
bronze,50.0,99.97098926602844,simulation
bronze,50.0,99.9711066165848,simulation
gold,100.0,99.97064004697592,simulation
gold,100.0,99.9715989775632,simulation
gold,100.0,99.97036158861884,simulation
gold,100.0,99.97032640949556,simulation
gold,100.0,99.97044917257683,simulation
gold,100.0,99.97029114676174,simulation
gold,100.0,99.97097242380262,simulation
silver,90.0,99.97146932952924,simulation
silver,90.0,99.97131382673552,simulation
silver,90.0,99.9711566195558,simulation
gold,100.0,99.97151808601538,simulation
gold,100.0,99.97203579418344,simulation
gold,100.0,99.97129735935704,simulation
gold,100.0,99.97026464466248,simulation
gold,100.0,99.97112330349408,simulation
gold,100.0,99.97105643994212,simulation
gold,100.0,99.97014034040012,simulation
silver,90.0,99.97174343034756,simulation
silver,90.0,99.97060552616108,simulation
silver,90.0,99.97051017398996,simulation
gold,100.0,99.9722145040289,simulation
gold,100.0,99.97087944088528,simulation
gold,100.0,99.97178329571106,simulation
gold,100.0,99.97199663959675,simulation
silver,90.0,99.97107318484235,simulation
silver,90.0,99.97120644975526,simulation
silver,90.0,99.9713055954089,simulation
silver,90.0,99.97160704145372,simulation
silver,90.0,99.97021149836164,simulation
silver,90.0,99.97144488863506,simulation
gold,100.0,99.9709386806161,simulation
gold,100.0,99.97205142537732,simulation
gold,100.0,99.97209821428572,simulation
gold,100.0,99.97173544375352,simulation
silver,90.0,99.97134670487104,simulation
